Image,Detected_Classes,Class_Frequencies
img/34096.png,"['frisbee', 'remote', 'mouse', 'banana', 'dining table', 'knife', 'bowl', 'book', 'cell phone', 'cup', 'bottle', 'scissors']","{'frisbee': 1, 'remote': 4, 'mouse': 1, 'banana': 3, 'dining table': 1, 'knife': 4, 'bowl': 1, 'book': 1, 'cell phone': 4, 'cup': 1, 'bottle': 1, 'scissors': 1}"
img/25489.png,"['person', 'tie', 'bottle', 'chair', 'motorcycle', 'bicycle', 'book', 'traffic light', 'clock']","{'person': 1, 'tie': 1, 'bottle': 1, 'chair': 1, 'motorcycle': 1, 'bicycle': 1, 'book': 1, 'traffic light': 1, 'clock': 1}"
img/19324.png,"['person', 'potted plant', 'book', 'dining table', 'dog', 'couch', 'chair', 'cup', 'boat', 'oven', 'tv', 'cat', 'bowl', 'teddy bear', 'vase', 'remote', 'sink', 'cell phone', 'laptop', 'pizza', 'toilet', 'bed']","{'person': 10, 'potted plant': 1, 'book': 43, 'dining table': 6, 'dog': 3, 'couch': 6, 'chair': 8, 'cup': 1, 'boat': 1, 'oven': 1, 'tv': 1, 'cat': 1, 'bowl': 1, 'teddy bear': 1, 'vase': 2, 'remote': 1, 'sink': 2, 'cell phone': 1, 'laptop': 2, 'pizza': 2, 'toilet': 1, 'bed': 2}"
img/79346.png,"['person', 'bed']","{'person': 5, 'bed': 1}"
img/13426.png,"['person', 'umbrella', 'kite', 'tie', 'backpack', 'handbag', 'dining table', 'cup', 'chair']","{'person': 63, 'umbrella': 3, 'kite': 4, 'tie': 1, 'backpack': 4, 'handbag': 5, 'dining table': 1, 'cup': 1, 'chair': 1}"
img/97628.png,"['person', 'couch', 'bed', 'chair', 'dining table', 'book']","{'person': 4, 'couch': 3, 'bed': 3, 'chair': 3, 'dining table': 1, 'book': 1}"
img/14238.png,"['person', 'fork', 'remote', 'cell phone', 'chair', 'bowl', 'cup', 'dining table', 'toothbrush', 'spoon', 'knife']","{'person': 1, 'fork': 3, 'remote': 1, 'cell phone': 2, 'chair': 2, 'bowl': 1, 'cup': 2, 'dining table': 2, 'toothbrush': 1, 'spoon': 2, 'knife': 1}"
img/28936.png,"['person', 'couch', 'cup', 'chair', 'cell phone', 'bottle', 'vase']","{'person': 1, 'couch': 5, 'cup': 1, 'chair': 5, 'cell phone': 2, 'bottle': 3, 'vase': 1}"
img/59784.png,"['person', 'bus', 'car', 'traffic light', 'parking meter', 'truck']","{'person': 9, 'bus': 2, 'car': 9, 'traffic light': 11, 'parking meter': 2, 'truck': 1}"
img/02146.png,['bird'],{'bird': 6}
img/70146.png,"['dog', 'horse', 'cow', 'person', 'chair', 'handbag', 'sheep', 'baseball glove', 'bowl', 'oven', 'motorcycle', 'backpack']","{'dog': 1, 'horse': 1, 'cow': 1, 'person': 1, 'chair': 2, 'handbag': 1, 'sheep': 1, 'baseball glove': 1, 'bowl': 1, 'oven': 1, 'motorcycle': 1, 'backpack': 1}"
img/28061.png,"['person', 'dining table', 'chair', 'potted plant', 'bench', 'frisbee', 'skateboard', 'bicycle']","{'person': 2, 'dining table': 1, 'chair': 1, 'potted plant': 4, 'bench': 1, 'frisbee': 1, 'skateboard': 1, 'bicycle': 1}"
img/97180.png,"['person', 'tie', 'dining table', 'chair', 'handbag', 'bench']","{'person': 3, 'tie': 5, 'dining table': 3, 'chair': 3, 'handbag': 1, 'bench': 2}"
img/49752.png,"['person', 'tie', 'dining table', 'couch', 'chair', 'cup', 'cell phone']","{'person': 2, 'tie': 2, 'dining table': 2, 'couch': 2, 'chair': 3, 'cup': 1, 'cell phone': 1}"
img/25610.png,"['person', 'clock', 'tie', 'scissors', 'surfboard', 'toothbrush']","{'person': 1, 'clock': 1, 'tie': 1, 'scissors': 1, 'surfboard': 1, 'toothbrush': 1}"
img/15872.png,"['person', 'tie', 'toilet', 'tv', 'bus', 'oven', 'bench', 'dining table']","{'person': 1, 'tie': 1, 'toilet': 2, 'tv': 2, 'bus': 1, 'oven': 1, 'bench': 1, 'dining table': 1}"
img/72640.png,"['person', 'bench', 'dining table', 'chair']","{'person': 3, 'bench': 1, 'dining table': 1, 'chair': 1}"
img/64318.png,"['person', 'handbag', 'cake', 'bowl', 'cell phone', 'cup', 'bottle', 'remote', 'backpack']","{'person': 11, 'handbag': 2, 'cake': 2, 'bowl': 1, 'cell phone': 2, 'cup': 1, 'bottle': 1, 'remote': 1, 'backpack': 1}"
img/17956.png,"['person', 'tie', 'chair']","{'person': 3, 'tie': 2, 'chair': 1}"
img/93547.png,"['person', 'wine glass', 'bottle', 'oven', 'cup', 'bowl', 'book', 'car', 'dining table', 'chair', 'cake', 'teddy bear', 'vase', 'potted plant', 'bicycle']","{'person': 5, 'wine glass': 12, 'bottle': 28, 'oven': 5, 'cup': 18, 'bowl': 2, 'book': 6, 'car': 1, 'dining table': 3, 'chair': 4, 'cake': 2, 'teddy bear': 1, 'vase': 3, 'potted plant': 1, 'bicycle': 1}"
img/10743.png,"['person', 'umbrella', 'knife', 'cow', 'car', 'teddy bear', 'bed', 'scissors', 'horse', 'dog', 'toothbrush', 'sheep', 'baseball bat']","{'person': 9, 'umbrella': 7, 'knife': 1, 'cow': 1, 'car': 6, 'teddy bear': 3, 'bed': 2, 'scissors': 1, 'horse': 1, 'dog': 1, 'toothbrush': 1, 'sheep': 2, 'baseball bat': 1}"
img/37091.png,"['person', 'bottle', 'knife', 'cup', 'mouse', 'broccoli', 'bowl', 'vase', 'pizza', 'apple', 'carrot', 'wine glass', 'dining table', 'spoon', 'sandwich', 'bicycle', 'orange', 'chair', 'refrigerator', 'oven', 'bench', 'clock']","{'person': 1, 'bottle': 6, 'knife': 2, 'cup': 13, 'mouse': 2, 'broccoli': 3, 'bowl': 11, 'vase': 5, 'pizza': 1, 'apple': 2, 'carrot': 2, 'wine glass': 4, 'dining table': 2, 'spoon': 1, 'sandwich': 1, 'bicycle': 1, 'orange': 1, 'chair': 2, 'refrigerator': 1, 'oven': 1, 'bench': 1, 'clock': 1}"
img/25719.png,"['person', 'car', 'potted plant', 'chair', 'vase']","{'person': 1, 'car': 5, 'potted plant': 6, 'chair': 5, 'vase': 1}"
img/76825.png,"['person', 'handbag', 'chair', 'backpack', 'tv', 'bench']","{'person': 12, 'handbag': 8, 'chair': 1, 'backpack': 4, 'tv': 1, 'bench': 1}"
img/72598.png,"['person', 'chair', 'baseball bat', 'cell phone', 'handbag', 'dining table', 'backpack']","{'person': 13, 'chair': 4, 'baseball bat': 4, 'cell phone': 3, 'handbag': 1, 'dining table': 2, 'backpack': 1}"
img/43078.png,"['person', 'book', 'dining table', 'laptop', 'chair', 'spoon', 'bowl', 'clock', 'bottle', 'bed']","{'person': 5, 'book': 5, 'dining table': 9, 'laptop': 1, 'chair': 1, 'spoon': 3, 'bowl': 1, 'clock': 1, 'bottle': 2, 'bed': 1}"
img/51846.png,"['cat', 'teddy bear', 'dog']","{'cat': 3, 'teddy bear': 1, 'dog': 1}"
img/01569.png,"['person', 'bowl', 'chair', 'vase', 'potted plant', 'spoon', 'dining table', 'cell phone', 'cup', 'sink', 'fork', 'wine glass', 'handbag', 'scissors']","{'person': 11, 'bowl': 3, 'chair': 6, 'vase': 2, 'potted plant': 1, 'spoon': 2, 'dining table': 5, 'cell phone': 4, 'cup': 2, 'sink': 4, 'fork': 1, 'wine glass': 1, 'handbag': 1, 'scissors': 1}"
img/95812.png,['person'],{'person': 1}
img/06418.png,"['person', 'chair', 'suitcase', 'couch', 'bed', 'cell phone', 'handbag']","{'person': 4, 'chair': 3, 'suitcase': 1, 'couch': 1, 'bed': 1, 'cell phone': 1, 'handbag': 1}"
img/53976.png,"['person', 'tie', 'chair', 'baseball glove', 'bench']","{'person': 1, 'tie': 1, 'chair': 2, 'baseball glove': 1, 'bench': 1}"
img/70193.png,"['person', 'dining table', 'teddy bear', 'tie']","{'person': 2, 'dining table': 4, 'teddy bear': 1, 'tie': 1}"
img/60427.png,"['cat', 'umbrella', 'couch', 'bed', 'chair', 'dog']","{'cat': 1, 'umbrella': 1, 'couch': 3, 'bed': 2, 'chair': 1, 'dog': 1}"
img/78395.png,"['person', 'tie', 'handbag', 'spoon', 'chair', 'backpack', 'vase', 'tennis racket', 'baseball bat', 'knife']","{'person': 4, 'tie': 4, 'handbag': 1, 'spoon': 6, 'chair': 1, 'backpack': 1, 'vase': 1, 'tennis racket': 1, 'baseball bat': 1, 'knife': 1}"
img/04876.png,[],{}
img/92075.png,"['person', 'tv', 'laptop', 'cell phone']","{'person': 3, 'tv': 3, 'laptop': 3, 'cell phone': 1}"
img/86354.png,"['tie', 'airplane', 'kite', 'cell phone']","{'tie': 1, 'airplane': 1, 'kite': 1, 'cell phone': 1}"
img/74386.png,"['chair', 'potted plant', 'person', 'vase']","{'chair': 3, 'potted plant': 2, 'person': 2, 'vase': 1}"
img/59613.png,"['person', 'remote', 'book', 'cup', 'toothbrush', 'cell phone', 'chair', 'bench', 'bottle', 'umbrella', 'handbag']","{'person': 1, 'remote': 1, 'book': 1, 'cup': 2, 'toothbrush': 1, 'cell phone': 1, 'chair': 1, 'bench': 1, 'bottle': 2, 'umbrella': 1, 'handbag': 1}"
img/10263.png,"['person', 'tie', 'tv', 'bench', 'dining table', 'scissors', 'cell phone', 'traffic light', 'chair']","{'person': 8, 'tie': 1, 'tv': 5, 'bench': 1, 'dining table': 3, 'scissors': 1, 'cell phone': 1, 'traffic light': 1, 'chair': 3}"
img/48279.png,"['clock', 'chair', 'car', 'bench', 'bottle', 'bicycle', 'vase', 'wine glass']","{'clock': 1, 'chair': 2, 'car': 2, 'bench': 1, 'bottle': 1, 'bicycle': 1, 'vase': 1, 'wine glass': 1}"
img/52610.png,"['kite', 'bird', 'person', 'horse', 'teddy bear', 'airplane']","{'kite': 3, 'bird': 1, 'person': 1, 'horse': 1, 'teddy bear': 1, 'airplane': 1}"
img/58371.png,"['person', 'dining table', 'teddy bear', 'dog', 'tie', 'cup', 'chair', 'cell phone', 'toothbrush', 'couch', 'tv', 'bottle']","{'person': 3, 'dining table': 1, 'teddy bear': 2, 'dog': 2, 'tie': 2, 'cup': 2, 'chair': 1, 'cell phone': 1, 'toothbrush': 1, 'couch': 1, 'tv': 1, 'bottle': 1}"
img/27401.png,"['person', 'tie', 'cup', 'chair', 'dining table', 'wine glass', 'handbag', 'cake', 'potted plant', 'book']","{'person': 8, 'tie': 1, 'cup': 1, 'chair': 3, 'dining table': 5, 'wine glass': 1, 'handbag': 1, 'cake': 1, 'potted plant': 1, 'book': 1}"
img/89574.png,['person'],{'person': 1}
img/25473.png,"['person', 'baseball bat', 'tennis racket', 'dining table', 'handbag', 'tie', 'couch', 'scissors', 'toothbrush', 'umbrella']","{'person': 11, 'baseball bat': 1, 'tennis racket': 1, 'dining table': 1, 'handbag': 2, 'tie': 1, 'couch': 1, 'scissors': 1, 'toothbrush': 1, 'umbrella': 1}"
img/47913.png,"['person', 'tie', 'dining table', 'umbrella', 'chair', 'backpack', 'cup', 'handbag', 'tv', 'bird']","{'person': 8, 'tie': 6, 'dining table': 1, 'umbrella': 2, 'chair': 3, 'backpack': 2, 'cup': 1, 'handbag': 1, 'tv': 1, 'bird': 1}"
img/08295.png,"['person', 'dining table', 'bird', 'knife']","{'person': 2, 'dining table': 1, 'bird': 2, 'knife': 1}"
img/02497.png,"['person', 'bed']","{'person': 1, 'bed': 1}"
img/90471.png,"['person', 'cup', 'dining table', 'bowl', 'chair', 'tie']","{'person': 8, 'cup': 8, 'dining table': 7, 'bowl': 3, 'chair': 4, 'tie': 1}"
img/69357.png,"['person', 'bed', 'vase', 'chair', 'handbag', 'banana']","{'person': 3, 'bed': 1, 'vase': 1, 'chair': 1, 'handbag': 1, 'banana': 1}"
img/54602.png,"['person', 'dog', 'tennis racket', 'potted plant', 'clock', 'baseball bat']","{'person': 4, 'dog': 1, 'tennis racket': 1, 'potted plant': 2, 'clock': 1, 'baseball bat': 1}"
img/15320.png,"['person', 'tie', 'book', 'sink', 'chair', 'laptop']","{'person': 17, 'tie': 1, 'book': 3, 'sink': 1, 'chair': 1, 'laptop': 2}"
img/63182.png,"['cake', 'donut', 'sink', 'sandwich', 'oven', 'cup', 'toothbrush']","{'cake': 2, 'donut': 2, 'sink': 1, 'sandwich': 1, 'oven': 1, 'cup': 1, 'toothbrush': 1}"
img/20619.png,"['person', 'chair', 'oven', 'car', 'tie', 'handbag', 'couch', 'backpack', 'motorcycle', 'tv', 'bus']","{'person': 5, 'chair': 1, 'oven': 2, 'car': 1, 'tie': 1, 'handbag': 1, 'couch': 1, 'backpack': 1, 'motorcycle': 2, 'tv': 1, 'bus': 1}"
img/82457.png,"['person', 'cell phone', 'tv', 'refrigerator', 'sink', 'bed']","{'person': 3, 'cell phone': 2, 'tv': 1, 'refrigerator': 1, 'sink': 1, 'bed': 1}"
img/81059.png,"['person', 'handbag', 'dining table', 'backpack', 'chair', 'suitcase', 'bench', 'couch']","{'person': 8, 'handbag': 3, 'dining table': 3, 'backpack': 4, 'chair': 3, 'suitcase': 3, 'bench': 1, 'couch': 1}"
img/42137.png,"['person', 'donut', 'dining table', 'vase', 'cake']","{'person': 2, 'donut': 1, 'dining table': 1, 'vase': 1, 'cake': 1}"
img/74530.png,"['person', 'pizza', 'tie', 'fork', 'knife', 'dining table', 'chair', 'cup', 'bowl', 'spoon', 'bench', 'handbag', 'clock', 'sports ball', 'apple', 'bed', 'cake', 'donut']","{'person': 1, 'pizza': 1, 'tie': 3, 'fork': 5, 'knife': 4, 'dining table': 8, 'chair': 8, 'cup': 1, 'bowl': 1, 'spoon': 2, 'bench': 4, 'handbag': 2, 'clock': 1, 'sports ball': 1, 'apple': 1, 'bed': 1, 'cake': 1, 'donut': 1}"
img/40832.png,"['person', 'wine glass', 'umbrella', 'car', 'boat', 'bowl']","{'person': 10, 'wine glass': 3, 'umbrella': 3, 'car': 3, 'boat': 1, 'bowl': 1}"
img/46127.png,"['cup', 'oven', 'bottle', 'vase', 'suitcase']","{'cup': 2, 'oven': 2, 'bottle': 1, 'vase': 2, 'suitcase': 1}"
img/87594.png,"['bird', 'cake', 'sheep', 'sports ball', 'apple', 'teddy bear']","{'bird': 1, 'cake': 1, 'sheep': 1, 'sports ball': 1, 'apple': 1, 'teddy bear': 1}"
img/12548.png,"['person', 'chair', 'bench', 'vase', 'tie', 'umbrella', 'bicycle', 'car', 'laptop']","{'person': 2, 'chair': 4, 'bench': 3, 'vase': 1, 'tie': 1, 'umbrella': 2, 'bicycle': 1, 'car': 1, 'laptop': 1}"
img/12894.png,"['person', 'chair', 'dining table']","{'person': 1, 'chair': 1, 'dining table': 1}"
img/02476.png,"['person', 'skateboard', 'cow', 'bird', 'dining table', 'sheep', 'broccoli', 'horse', 'potted plant']","{'person': 3, 'skateboard': 3, 'cow': 1, 'bird': 1, 'dining table': 1, 'sheep': 1, 'broccoli': 1, 'horse': 1, 'potted plant': 1}"
img/06937.png,"['person', 'horse', 'cow', 'dog', 'sheep', 'backpack']","{'person': 59, 'horse': 8, 'cow': 2, 'dog': 4, 'sheep': 3, 'backpack': 1}"
img/05762.png,"['person', 'bottle', 'dining table', 'wine glass', 'chair', 'vase', 'banana']","{'person': 1, 'bottle': 1, 'dining table': 3, 'wine glass': 1, 'chair': 1, 'vase': 1, 'banana': 1}"
img/40259.png,"['bed', 'person', 'tie', 'chair', 'scissors', 'backpack', 'cell phone', 'hair drier', 'knife', 'couch']","{'bed': 3, 'person': 3, 'tie': 3, 'chair': 2, 'scissors': 2, 'backpack': 1, 'cell phone': 2, 'hair drier': 1, 'knife': 1, 'couch': 1}"
img/85072.png,"['person', 'dining table', 'cup', 'chair']","{'person': 1, 'dining table': 1, 'cup': 1, 'chair': 1}"
img/46537.png,"['person', 'tv', 'chair']","{'person': 4, 'tv': 1, 'chair': 1}"
img/56432.png,"['person', 'cell phone']","{'person': 4, 'cell phone': 1}"
img/39805.png,"['person', 'backpack', 'tv', 'horse', 'refrigerator']","{'person': 19, 'backpack': 4, 'tv': 1, 'horse': 1, 'refrigerator': 1}"
img/29163.png,['person'],{'person': 1}
img/36072.png,"['dining table', 'sandwich', 'cake', 'donut', 'cup']","{'dining table': 3, 'sandwich': 3, 'cake': 3, 'donut': 2, 'cup': 1}"
img/60147.png,"['person', 'bed', 'couch', 'backpack', 'potted plant', 'chair', 'cell phone', 'tie', 'vase', 'handbag']","{'person': 5, 'bed': 5, 'couch': 2, 'backpack': 3, 'potted plant': 3, 'chair': 1, 'cell phone': 3, 'tie': 2, 'vase': 2, 'handbag': 2}"
img/90583.png,"['person', 'potted plant']","{'person': 1, 'potted plant': 1}"
img/38612.png,['bottle'],{'bottle': 1}
img/52097.png,[],{}
img/34961.png,"['cat', 'dog', 'bottle']","{'cat': 1, 'dog': 1, 'bottle': 1}"
img/15803.png,"['person', 'tie', 'chair', 'sports ball']","{'person': 2, 'tie': 2, 'chair': 2, 'sports ball': 1}"
img/89762.png,"['person', 'dining table', 'cup', 'teddy bear', 'tie', 'toothbrush']","{'person': 2, 'dining table': 1, 'cup': 1, 'teddy bear': 1, 'tie': 1, 'toothbrush': 1}"
img/38465.png,"['person', 'dining table', 'chair']","{'person': 1, 'dining table': 1, 'chair': 1}"
img/53289.png,"['person', 'bottle', 'toothbrush', 'dining table', 'banana']","{'person': 1, 'bottle': 1, 'toothbrush': 3, 'dining table': 1, 'banana': 1}"
img/75321.png,"['person', 'dog', 'tie', 'cat', 'cup', 'dining table', 'cell phone', 'chair', 'teddy bear']","{'person': 1, 'dog': 1, 'tie': 4, 'cat': 1, 'cup': 1, 'dining table': 1, 'cell phone': 1, 'chair': 1, 'teddy bear': 1}"
img/18350.png,"['person', 'cup', 'book', 'dining table', 'bowl', 'chair']","{'person': 2, 'cup': 1, 'book': 1, 'dining table': 1, 'bowl': 1, 'chair': 1}"
img/91547.png,"['person', 'cup', 'wine glass', 'dining table', 'chair']","{'person': 1, 'cup': 1, 'wine glass': 1, 'dining table': 3, 'chair': 1}"
img/30247.png,"['airplane', 'traffic light', 'cup', 'motorcycle', 'chair', 'scissors', 'wine glass', 'vase', 'hair drier', 'skateboard', 'bird']","{'airplane': 2, 'traffic light': 1, 'cup': 1, 'motorcycle': 1, 'chair': 3, 'scissors': 1, 'wine glass': 1, 'vase': 1, 'hair drier': 1, 'skateboard': 1, 'bird': 1}"
img/93741.png,['person'],{'person': 1}
img/51243.png,"['person', 'tie', 'chair']","{'person': 1, 'tie': 1, 'chair': 1}"
img/05384.png,"['person', 'book', 'baseball glove', 'sports ball', 'remote']","{'person': 8, 'book': 4, 'baseball glove': 2, 'sports ball': 1, 'remote': 1}"
img/01845.png,"['person', 'bird', 'sports ball']","{'person': 2, 'bird': 1, 'sports ball': 1}"
img/34791.png,"['person', 'dining table', 'teddy bear', 'chair', 'donut', 'bowl']","{'person': 7, 'dining table': 1, 'teddy bear': 2, 'chair': 2, 'donut': 1, 'bowl': 1}"
img/41385.png,"['person', 'fork', 'dining table', 'tie', 'knife', 'cup', 'sink', 'chair']","{'person': 1, 'fork': 4, 'dining table': 3, 'tie': 2, 'knife': 1, 'cup': 3, 'sink': 1, 'chair': 1}"
img/34508.png,['person'],{'person': 2}
img/80521.png,"['vase', 'person', 'apple', 'potted plant', 'orange', 'bottle', 'bicycle', 'sports ball', 'bowl', 'hair drier', 'cup', 'dining table', 'broccoli', 'toothbrush']","{'vase': 13, 'person': 6, 'apple': 1, 'potted plant': 6, 'orange': 3, 'bottle': 1, 'bicycle': 1, 'sports ball': 1, 'bowl': 2, 'hair drier': 1, 'cup': 1, 'dining table': 1, 'broccoli': 1, 'toothbrush': 1}"
img/34165.png,"['person', 'skateboard', 'surfboard', 'dog']","{'person': 5, 'skateboard': 2, 'surfboard': 1, 'dog': 1}"
img/93072.png,"['person', 'cell phone', 'baseball glove', 'dining table', 'umbrella', 'skateboard', 'handbag', 'skis', 'stop sign', 'surfboard']","{'person': 7, 'cell phone': 1, 'baseball glove': 1, 'dining table': 1, 'umbrella': 1, 'skateboard': 3, 'handbag': 2, 'skis': 1, 'stop sign': 1, 'surfboard': 1}"
img/25468.png,"['person', 'tie', 'sink', 'chair', 'dining table']","{'person': 4, 'tie': 7, 'sink': 1, 'chair': 1, 'dining table': 1}"
img/09617.png,"['hot dog', 'cake', 'vase', 'dining table', 'dog', 'person', 'potted plant', 'pizza', 'chair', 'horse', 'broccoli']","{'hot dog': 6, 'cake': 1, 'vase': 1, 'dining table': 4, 'dog': 1, 'person': 2, 'potted plant': 1, 'pizza': 1, 'chair': 1, 'horse': 1, 'broccoli': 1}"
img/96258.png,"['person', 'skis', 'dog', 'snowboard', 'backpack', 'teddy bear']","{'person': 5, 'skis': 5, 'dog': 1, 'snowboard': 3, 'backpack': 2, 'teddy bear': 1}"
img/96578.png,"['cup', 'dining table', 'sandwich', 'hot dog', 'cake', 'carrot', 'person', 'sink', 'bottle', 'pizza', 'bowl', 'oven', 'orange', 'donut']","{'cup': 1, 'dining table': 2, 'sandwich': 4, 'hot dog': 7, 'cake': 3, 'carrot': 1, 'person': 3, 'sink': 1, 'bottle': 1, 'pizza': 4, 'bowl': 2, 'oven': 1, 'orange': 1, 'donut': 2}"
img/35618.png,"['person', 'couch', 'bed', 'chair']","{'person': 1, 'couch': 4, 'bed': 3, 'chair': 2}"
img/05249.png,"['person', 'book', 'cell phone', 'dining table', 'remote', 'cake', 'bench', 'bird']","{'person': 1, 'book': 1, 'cell phone': 3, 'dining table': 1, 'remote': 1, 'cake': 1, 'bench': 1, 'bird': 1}"
img/57349.png,"['person', 'tie', 'dining table', 'potted plant', 'bed', 'cake']","{'person': 3, 'tie': 2, 'dining table': 1, 'potted plant': 1, 'bed': 3, 'cake': 1}"
img/78409.png,"['person', 'tie', 'cell phone', 'handbag', 'umbrella']","{'person': 37, 'tie': 16, 'cell phone': 1, 'handbag': 1, 'umbrella': 1}"
img/29814.png,"['person', 'bed']","{'person': 3, 'bed': 1}"
img/20568.png,"['person', 'sheep', 'cow', 'horse']","{'person': 12, 'sheep': 11, 'cow': 8, 'horse': 1}"
img/84269.png,"['spoon', 'cup', 'bowl', 'fork', 'bottle', 'vase', 'toilet', 'toothbrush', 'knife', 'potted plant', 'keyboard', 'baseball glove', 'chair', 'wine glass', 'scissors']","{'spoon': 1, 'cup': 2, 'bowl': 1, 'fork': 1, 'bottle': 1, 'vase': 1, 'toilet': 1, 'toothbrush': 1, 'knife': 1, 'potted plant': 1, 'keyboard': 1, 'baseball glove': 1, 'chair': 1, 'wine glass': 1, 'scissors': 1}"
img/68079.png,"['bird', 'dining table', 'sink']","{'bird': 1, 'dining table': 1, 'sink': 1}"
img/41537.png,"['airplane', 'umbrella', 'bed']","{'airplane': 1, 'umbrella': 1, 'bed': 1}"
img/12890.png,"['person', 'tie', 'bench']","{'person': 1, 'tie': 1, 'bench': 1}"
img/54102.png,"['person', 'tie', 'chair']","{'person': 2, 'tie': 2, 'chair': 2}"
img/63217.png,"['person', 'dining table', 'laptop']","{'person': 1, 'dining table': 1, 'laptop': 1}"
img/03271.png,"['person', 'tie']","{'person': 3, 'tie': 1}"
img/35264.png,"['person', 'bed']","{'person': 1, 'bed': 1}"
img/63710.png,"['person', 'potted plant', 'dining table', 'cup', 'bottle', 'tie', 'vase', 'donut', 'chair', 'book', 'cake', 'spoon']","{'person': 5, 'potted plant': 1, 'dining table': 5, 'cup': 3, 'bottle': 2, 'tie': 1, 'vase': 1, 'donut': 1, 'chair': 1, 'book': 1, 'cake': 1, 'spoon': 1}"
img/12348.png,"['person', 'tie', 'potted plant']","{'person': 2, 'tie': 1, 'potted plant': 1}"
img/14052.png,"['kite', 'bed', 'stop sign', 'potted plant', 'parking meter', 'toilet', 'couch', 'umbrella', 'dining table', 'bench']","{'kite': 1, 'bed': 1, 'stop sign': 1, 'potted plant': 3, 'parking meter': 1, 'toilet': 1, 'couch': 1, 'umbrella': 1, 'dining table': 1, 'bench': 1}"
img/81064.png,"['person', 'chair', 'couch', 'dining table', 'scissors', 'bench', 'bed']","{'person': 1, 'chair': 3, 'couch': 2, 'dining table': 1, 'scissors': 1, 'bench': 1, 'bed': 1}"
img/74391.png,"['person', 'laptop', 'chair', 'cell phone', 'bench', 'dining table', 'car', 'train', 'truck']","{'person': 1, 'laptop': 1, 'chair': 3, 'cell phone': 4, 'bench': 3, 'dining table': 1, 'car': 1, 'train': 1, 'truck': 1}"
img/36152.png,['person'],{'person': 1}
img/80256.png,"['person', 'tie', 'toothbrush']","{'person': 1, 'tie': 2, 'toothbrush': 1}"
img/21948.png,['person'],{'person': 1}
img/70532.png,"['person', 'cell phone', 'dining table', 'tie']","{'person': 1, 'cell phone': 2, 'dining table': 2, 'tie': 3}"
img/25806.png,"['person', 'car', 'chair', 'truck', 'remote', 'bus', 'boat', 'dining table', 'cell phone', 'cup', 'bottle', 'bench']","{'person': 17, 'car': 6, 'chair': 4, 'truck': 5, 'remote': 3, 'bus': 3, 'boat': 1, 'dining table': 2, 'cell phone': 1, 'cup': 3, 'bottle': 1, 'bench': 1}"
img/26759.png,"['person', 'couch', 'chair', 'bench']","{'person': 1, 'couch': 1, 'chair': 2, 'bench': 1}"
img/27398.png,"['cat', 'dog', 'zebra', 'horse', 'sheep', 'bear', 'bird']","{'cat': 1, 'dog': 1, 'zebra': 1, 'horse': 1, 'sheep': 1, 'bear': 1, 'bird': 1}"
