Image,Detected_Classes,Class_Frequencies
img/10263.png,"['person', 'tie', 'bench', 'tv', 'baseball bat', 'dining table', 'scissors', 'baseball glove', 'chair', 'traffic light', 'donut', 'bottle', 'toothbrush']","{'person': 6, 'tie': 1, 'bench': 1, 'tv': 3, 'baseball bat': 3, 'dining table': 1, 'scissors': 1, 'baseball glove': 1, 'chair': 2, 'traffic light': 1, 'donut': 1, 'bottle': 1, 'toothbrush': 1}"
img/48279.png,"['clock', 'chair', 'car', 'bench', 'bottle', 'bicycle', 'vase', 'wine glass']","{'clock': 1, 'chair': 2, 'car': 2, 'bench': 1, 'bottle': 1, 'bicycle': 1, 'vase': 1, 'wine glass': 1}"
img/52610.png,"['kite', 'bird', 'person', 'horse', 'dog', 'teddy bear', 'airplane']","{'kite': 3, 'bird': 1, 'person': 1, 'horse': 1, 'dog': 1, 'teddy bear': 1, 'airplane': 1}"
img/58371.png,"['person', 'dining table', 'teddy bear', 'dog', 'tie', 'cup', 'cell phone', 'chair', 'toothbrush', 'tv', 'bottle']","{'person': 3, 'dining table': 1, 'teddy bear': 2, 'dog': 2, 'tie': 2, 'cup': 2, 'cell phone': 1, 'chair': 1, 'toothbrush': 1, 'tv': 1, 'bottle': 1}"
img/27401.png,"['person', 'tie', 'cup', 'chair', 'wine glass', 'clock', 'dining table', 'handbag', 'potted plant']","{'person': 9, 'tie': 1, 'cup': 1, 'chair': 1, 'wine glass': 1, 'clock': 1, 'dining table': 1, 'handbag': 1, 'potted plant': 1}"
img/89574.png,['person'],{'person': 1}
img/25473.png,"['person', 'baseball bat', 'cell phone', 'tennis racket', 'handbag', 'umbrella', 'scissors']","{'person': 12, 'baseball bat': 1, 'cell phone': 1, 'tennis racket': 1, 'handbag': 3, 'umbrella': 1, 'scissors': 1}"
img/47913.png,"['person', 'tie', 'umbrella', 'oven', 'skis', 'backpack']","{'person': 8, 'tie': 8, 'umbrella': 3, 'oven': 1, 'skis': 1, 'backpack': 1}"
img/08295.png,"['person', 'donut', 'bird']","{'person': 1, 'donut': 1, 'bird': 1}"
img/02497.png,"['person', 'scissors']","{'person': 1, 'scissors': 1}"
img/90471.png,"['person', 'cup', 'bowl', 'chair', 'donut', 'tie', 'dining table', 'cake', 'cell phone', 'remote']","{'person': 11, 'cup': 7, 'bowl': 2, 'chair': 1, 'donut': 1, 'tie': 1, 'dining table': 1, 'cake': 1, 'cell phone': 1, 'remote': 1}"
img/69357.png,"['person', 'bed']","{'person': 4, 'bed': 3}"
img/54602.png,"['person', 'dog', 'tennis racket', 'potted plant', 'clock', 'baseball bat']","{'person': 4, 'dog': 1, 'tennis racket': 1, 'potted plant': 2, 'clock': 1, 'baseball bat': 1}"
img/15320.png,"['person', 'tie', 'book', 'cell phone', 'laptop']","{'person': 13, 'tie': 1, 'book': 3, 'cell phone': 1, 'laptop': 1}"
img/63182.png,"['person', 'cake', 'donut', 'hot dog', 'dog']","{'person': 3, 'cake': 2, 'donut': 2, 'hot dog': 1, 'dog': 1}"
img/20619.png,"['person', 'chair', 'tv', 'car', 'motorcycle', 'handbag', 'tie', 'couch', 'backpack']","{'person': 5, 'chair': 1, 'tv': 1, 'car': 2, 'motorcycle': 3, 'handbag': 1, 'tie': 1, 'couch': 1, 'backpack': 1}"
img/82457.png,"['person', 'cell phone', 'tv', 'bed']","{'person': 4, 'cell phone': 2, 'tv': 1, 'bed': 1}"
img/81059.png,"['person', 'backpack', 'suitcase', 'handbag', 'chair', 'couch', 'bed']","{'person': 9, 'backpack': 3, 'suitcase': 3, 'handbag': 4, 'chair': 2, 'couch': 1, 'bed': 1}"
img/42137.png,"['person', 'cup', 'donut', 'mouse', 'bottle', 'cake', 'clock', 'dining table', 'hair drier']","{'person': 1, 'cup': 1, 'donut': 2, 'mouse': 1, 'bottle': 1, 'cake': 1, 'clock': 1, 'dining table': 1, 'hair drier': 1}"
img/74530.png,"['person', 'pizza', 'tie', 'fork', 'knife', 'dining table', 'chair', 'cup', 'bowl', 'bench', 'spoon', 'handbag', 'couch', 'clock', 'donut', 'sports ball', 'apple', 'potted plant', 'bed', 'cake']","{'person': 1, 'pizza': 1, 'tie': 3, 'fork': 5, 'knife': 3, 'dining table': 3, 'chair': 9, 'cup': 1, 'bowl': 1, 'bench': 5, 'spoon': 2, 'handbag': 1, 'couch': 1, 'clock': 3, 'donut': 1, 'sports ball': 1, 'apple': 1, 'potted plant': 1, 'bed': 1, 'cake': 1}"
img/40832.png,"['person', 'wine glass', 'umbrella', 'car', 'boat', 'bowl']","{'person': 10, 'wine glass': 3, 'umbrella': 3, 'car': 3, 'boat': 1, 'bowl': 1}"
img/46127.png,"['cup', 'oven', 'bottle', 'vase', 'suitcase']","{'cup': 2, 'oven': 2, 'bottle': 1, 'vase': 2, 'suitcase': 1}"
img/87594.png,"['cake', 'bird', 'sheep', 'donut', 'teddy bear', 'sports ball', 'apple']","{'cake': 1, 'bird': 1, 'sheep': 1, 'donut': 1, 'teddy bear': 1, 'sports ball': 1, 'apple': 1}"
img/12548.png,"['person', 'chair', 'bicycle', 'bench', 'vase', 'tie', 'umbrella', 'parking meter', 'car', 'scissors', 'zebra', 'laptop']","{'person': 2, 'chair': 4, 'bicycle': 1, 'bench': 2, 'vase': 1, 'tie': 2, 'umbrella': 1, 'parking meter': 1, 'car': 1, 'scissors': 1, 'zebra': 1, 'laptop': 1}"
img/12894.png,"['person', 'tie']","{'person': 1, 'tie': 1}"
img/02476.png,"['person', 'cow', 'bird', 'skateboard', 'sheep', 'horse']","{'person': 3, 'cow': 1, 'bird': 1, 'skateboard': 1, 'sheep': 1, 'horse': 1}"
img/06937.png,"['person', 'horse', 'cow', 'dog', 'sheep', 'backpack', 'elephant', 'bear']","{'person': 60, 'horse': 9, 'cow': 2, 'dog': 4, 'sheep': 3, 'backpack': 2, 'elephant': 1, 'bear': 1}"
img/05762.png,"['person', 'bottle', 'vase', 'wine glass', 'banana']","{'person': 1, 'bottle': 1, 'vase': 1, 'wine glass': 1, 'banana': 1}"
img/40259.png,"['bed', 'person', 'tie', 'chair', 'scissors', 'backpack', 'cell phone', 'hair drier', 'knife', 'couch']","{'bed': 3, 'person': 3, 'tie': 3, 'chair': 2, 'scissors': 2, 'backpack': 1, 'cell phone': 2, 'hair drier': 1, 'knife': 1, 'couch': 1}"
img/85072.png,['person'],{'person': 1}
img/46537.png,"['person', 'tv', 'chair']","{'person': 3, 'tv': 1, 'chair': 1}"
img/56432.png,"['person', 'cell phone']","{'person': 4, 'cell phone': 1}"
img/39805.png,"['person', 'backpack', 'horse']","{'person': 17, 'backpack': 4, 'horse': 1}"
img/29163.png,['person'],{'person': 1}
img/36072.png,"['dining table', 'donut', 'sandwich', 'cake']","{'dining table': 3, 'donut': 2, 'sandwich': 3, 'cake': 3}"
img/60147.png,"['person', 'bed', 'couch', 'backpack', 'potted plant', 'chair', 'cell phone', 'baseball glove', 'vase', 'handbag', 'tie']","{'person': 6, 'bed': 4, 'couch': 1, 'backpack': 3, 'potted plant': 3, 'chair': 1, 'cell phone': 3, 'baseball glove': 1, 'vase': 2, 'handbag': 2, 'tie': 1}"
img/90583.png,"['person', 'potted plant']","{'person': 1, 'potted plant': 1}"
img/38612.png,"['bottle', 'knife', 'snowboard']","{'bottle': 1, 'knife': 1, 'snowboard': 1}"
img/52097.png,[],{}
img/34961.png,"['cat', 'dog']","{'cat': 1, 'dog': 1}"
img/15803.png,"['person', 'tie', 'sports ball']","{'person': 2, 'tie': 2, 'sports ball': 1}"
img/89762.png,"['person', 'bottle', 'tie', 'teddy bear']","{'person': 2, 'bottle': 1, 'tie': 1, 'teddy bear': 1}"
img/38465.png,['person'],{'person': 1}
img/53289.png,"['person', 'bottle', 'toothbrush', 'banana']","{'person': 1, 'bottle': 1, 'toothbrush': 3, 'banana': 1}"
img/75321.png,"['person', 'dog', 'tie', 'cat', 'teddy bear', 'cell phone', 'cup', 'chair']","{'person': 1, 'dog': 1, 'tie': 4, 'cat': 1, 'teddy bear': 1, 'cell phone': 1, 'cup': 1, 'chair': 2}"
img/18350.png,"['person', 'book']","{'person': 1, 'book': 1}"
img/91547.png,"['person', 'cup', 'wine glass']","{'person': 1, 'cup': 1, 'wine glass': 1}"
img/30247.png,"['airplane', 'cup', 'motorcycle', 'traffic light', 'chair', 'scissors', 'vase', 'wine glass', 'hair drier', 'skateboard', 'bird']","{'airplane': 2, 'cup': 1, 'motorcycle': 1, 'traffic light': 1, 'chair': 3, 'scissors': 1, 'vase': 1, 'wine glass': 1, 'hair drier': 1, 'skateboard': 1, 'bird': 1}"
img/93741.png,['person'],{'person': 1}
img/51243.png,"['person', 'tie', 'couch', 'chair']","{'person': 1, 'tie': 1, 'couch': 1, 'chair': 1}"
img/05384.png,"['person', 'book', 'baseball glove', 'sports ball', 'remote']","{'person': 7, 'book': 4, 'baseball glove': 2, 'sports ball': 1, 'remote': 1}"
img/01845.png,"['person', 'bird', 'sports ball']","{'person': 2, 'bird': 1, 'sports ball': 1}"
img/34791.png,"['person', 'teddy bear', 'chair', 'bowl']","{'person': 5, 'teddy bear': 2, 'chair': 2, 'bowl': 1}"
img/41385.png,"['person', 'tie']","{'person': 1, 'tie': 1}"
img/34508.png,['person'],{'person': 1}
img/80521.png,"['person', 'apple', 'orange', 'potted plant', 'bicycle', 'sports ball', 'bottle', 'fire hydrant', 'bird', 'vase', 'toothbrush', 'hair drier']","{'person': 5, 'apple': 7, 'orange': 12, 'potted plant': 5, 'bicycle': 1, 'sports ball': 2, 'bottle': 1, 'fire hydrant': 1, 'bird': 1, 'vase': 3, 'toothbrush': 1, 'hair drier': 1}"
img/34165.png,"['person', 'skateboard', 'surfboard', 'dog']","{'person': 5, 'skateboard': 2, 'surfboard': 1, 'dog': 1}"
img/93072.png,"['person', 'cell phone', 'baseball glove', 'skateboard', 'skis', 'handbag']","{'person': 6, 'cell phone': 1, 'baseball glove': 1, 'skateboard': 1, 'skis': 1, 'handbag': 1}"
img/25468.png,"['person', 'tie']","{'person': 4, 'tie': 7}"
img/09617.png,"['person', 'hot dog']","{'person': 3, 'hot dog': 3}"
img/96258.png,"['person', 'skis', 'snowboard', 'dog', 'backpack', 'teddy bear']","{'person': 4, 'skis': 5, 'snowboard': 3, 'dog': 1, 'backpack': 2, 'teddy bear': 1}"
img/96578.png,"['cake', 'hot dog', 'sandwich', 'pizza', 'oven', 'frisbee', 'sports ball', 'sink', 'orange', 'donut', 'dining table', 'carrot', 'apple']","{'cake': 1, 'hot dog': 5, 'sandwich': 2, 'pizza': 2, 'oven': 3, 'frisbee': 1, 'sports ball': 1, 'sink': 1, 'orange': 1, 'donut': 3, 'dining table': 1, 'carrot': 1, 'apple': 1}"
img/35618.png,"['person', 'couch', 'bed', 'chair']","{'person': 1, 'couch': 4, 'bed': 3, 'chair': 2}"
img/05249.png,"['person', 'book', 'cell phone', 'dining table', 'remote', 'cake', 'bird', 'donut']","{'person': 1, 'book': 1, 'cell phone': 3, 'dining table': 1, 'remote': 1, 'cake': 1, 'bird': 1, 'donut': 1}"
img/57349.png,"['person', 'tie', 'potted plant', 'bed', 'dining table', 'umbrella']","{'person': 3, 'tie': 3, 'potted plant': 1, 'bed': 3, 'dining table': 1, 'umbrella': 1}"
img/78409.png,"['person', 'tie', 'cell phone', 'handbag', 'umbrella']","{'person': 38, 'tie': 16, 'cell phone': 1, 'handbag': 1, 'umbrella': 1}"
img/29814.png,"['person', 'bed']","{'person': 3, 'bed': 1}"
img/20568.png,"['person', 'sheep', 'cow']","{'person': 11, 'sheep': 13, 'cow': 7}"
img/84269.png,"['spoon', 'cup', 'bowl', 'fork', 'bottle', 'vase', 'toilet', 'toothbrush', 'knife', 'potted plant', 'keyboard', 'scissors', 'baseball glove', 'chair', 'wine glass']","{'spoon': 1, 'cup': 2, 'bowl': 1, 'fork': 1, 'bottle': 1, 'vase': 1, 'toilet': 1, 'toothbrush': 1, 'knife': 1, 'potted plant': 1, 'keyboard': 1, 'scissors': 1, 'baseball glove': 1, 'chair': 1, 'wine glass': 1}"
img/68079.png,['bird'],{'bird': 1}
img/41537.png,"['traffic light', 'airplane']","{'traffic light': 1, 'airplane': 1}"
img/12890.png,"['person', 'tie', 'bench']","{'person': 1, 'tie': 1, 'bench': 1}"
img/54102.png,"['person', 'tie', 'chair', 'surfboard', 'umbrella']","{'person': 2, 'tie': 2, 'chair': 2, 'surfboard': 1, 'umbrella': 1}"
img/63217.png,['person'],{'person': 1}
img/03271.png,['person'],{'person': 2}
img/35264.png,"['person', 'bed']","{'person': 1, 'bed': 1}"
img/63710.png,"['person', 'potted plant', 'cup', 'pizza', 'bottle', 'dining table', 'donut', 'tie', 'sandwich', 'vase', 'chair', 'bird']","{'person': 4, 'potted plant': 1, 'cup': 2, 'pizza': 1, 'bottle': 1, 'dining table': 2, 'donut': 1, 'tie': 1, 'sandwich': 1, 'vase': 1, 'chair': 1, 'bird': 1}"
img/12348.png,"['person', 'tie']","{'person': 2, 'tie': 1}"
img/14052.png,"['kite', 'bed', 'potted plant', 'umbrella']","{'kite': 1, 'bed': 1, 'potted plant': 1, 'umbrella': 1}"
img/81064.png,"['person', 'chair', 'couch', 'dining table', 'scissors', 'bench', 'bed']","{'person': 1, 'chair': 3, 'couch': 2, 'dining table': 1, 'scissors': 1, 'bench': 1, 'bed': 1}"
img/74391.png,"['person', 'laptop', 'chair', 'cell phone', 'bench', 'dining table', 'train', 'car', 'truck']","{'person': 1, 'laptop': 1, 'chair': 3, 'cell phone': 4, 'bench': 3, 'dining table': 1, 'train': 1, 'car': 2, 'truck': 1}"
img/36152.png,['person'],{'person': 1}
img/80256.png,"['person', 'tie', 'toothbrush']","{'person': 1, 'tie': 1, 'toothbrush': 1}"
img/21948.png,['person'],{'person': 1}
img/70532.png,"['person', 'cell phone', 'tie']","{'person': 1, 'cell phone': 2, 'tie': 1}"
img/25806.png,"['person', 'truck', 'car', 'chair', 'bus', 'remote', 'cell phone', 'cup', 'boat', 'bottle', 'dining table', 'train']","{'person': 15, 'truck': 5, 'car': 7, 'chair': 2, 'bus': 3, 'remote': 3, 'cell phone': 1, 'cup': 2, 'boat': 1, 'bottle': 1, 'dining table': 1, 'train': 1}"
img/26759.png,"['person', 'handbag']","{'person': 1, 'handbag': 1}"
img/27398.png,"['cat', 'horse', 'dog', 'zebra', 'sheep', 'bird', 'bear']","{'cat': 1, 'horse': 1, 'dog': 1, 'zebra': 1, 'sheep': 1, 'bird': 1, 'bear': 1}"
img/18730.png,"['person', 'book', 'handbag', 'backpack', 'tie', 'bench', 'boat', 'cell phone', 'truck', 'cow', 'baseball bat']","{'person': 27, 'book': 2, 'handbag': 12, 'backpack': 3, 'tie': 4, 'bench': 1, 'boat': 1, 'cell phone': 3, 'truck': 1, 'cow': 1, 'baseball bat': 1}"
img/75216.png,"['cow', 'horse', 'bench', 'sheep', 'dog']","{'cow': 1, 'horse': 1, 'bench': 1, 'sheep': 1, 'dog': 1}"
img/91754.png,"['person', 'potted plant', 'bowl', 'chair', 'bed', 'sink', 'oven', 'car', 'carrot', 'pizza', 'cup', 'boat', 'spoon', 'broccoli']","{'person': 4, 'potted plant': 2, 'bowl': 4, 'chair': 4, 'bed': 1, 'sink': 4, 'oven': 3, 'car': 2, 'carrot': 1, 'pizza': 1, 'cup': 1, 'boat': 1, 'spoon': 1, 'broccoli': 1}"
img/42153.png,['person'],{'person': 1}
img/83456.png,"['person', 'tie', 'handbag']","{'person': 1, 'tie': 1, 'handbag': 1}"
img/18673.png,"['chair', 'person', 'cup', 'vase', 'bottle', 'orange', 'wine glass', 'donut', 'hot dog']","{'chair': 3, 'person': 2, 'cup': 1, 'vase': 1, 'bottle': 1, 'orange': 1, 'wine glass': 1, 'donut': 1, 'hot dog': 1}"
img/97523.png,"['person', 'cat', 'bear', 'chair', 'dog', 'bed', 'bench']","{'person': 2, 'cat': 1, 'bear': 1, 'chair': 1, 'dog': 1, 'bed': 1, 'bench': 1}"
img/24631.png,"['person', 'potted plant']","{'person': 20, 'potted plant': 1}"
img/23748.png,"['person', 'bird', 'potted plant', 'book', 'backpack', 'tie', 'dining table', 'wine glass', 'handbag', 'teddy bear', 'bench', 'umbrella', 'vase']","{'person': 16, 'bird': 2, 'potted plant': 1, 'book': 13, 'backpack': 2, 'tie': 2, 'dining table': 2, 'wine glass': 1, 'handbag': 1, 'teddy bear': 1, 'bench': 1, 'umbrella': 1, 'vase': 1}"
img/69412.png,"['wine glass', 'bowl', 'cup', 'cat', 'bird', 'laptop', 'knife', 'dog', 'scissors', 'dining table', 'bed', 'handbag', 'skateboard', 'cell phone', 'person', 'tie', 'book', 'umbrella', 'suitcase', 'cake', 'teddy bear', 'remote', 'sheep', 'chair', 'snowboard']","{'wine glass': 4, 'bowl': 1, 'cup': 4, 'cat': 1, 'bird': 1, 'laptop': 1, 'knife': 3, 'dog': 2, 'scissors': 1, 'dining table': 3, 'bed': 2, 'handbag': 1, 'skateboard': 1, 'cell phone': 1, 'person': 3, 'tie': 1, 'book': 1, 'umbrella': 1, 'suitcase': 2, 'cake': 1, 'teddy bear': 1, 'remote': 1, 'sheep': 1, 'chair': 1, 'snowboard': 1}"
img/59073.png,"['person', 'car', 'handbag', 'skis', 'backpack', 'chair', 'umbrella', 'baseball bat']","{'person': 13, 'car': 5, 'handbag': 3, 'skis': 1, 'backpack': 2, 'chair': 1, 'umbrella': 1, 'baseball bat': 1}"
img/28405.png,"['person', 'car', 'scissors', 'cell phone', 'donut', 'tie']","{'person': 3, 'car': 2, 'scissors': 1, 'cell phone': 4, 'donut': 1, 'tie': 1}"
